title,abstract
Energy Shortage,"Editorial says energy bill approved by House-Senate conference has some good points but it does not take bold steps necessary to reduce nation's dependence on foreign oil, or address looming problem of global warming"
Where Wind and Solar Power Need to Grow for America to Meet Its Goals,A broad shift toward renewable energy could transform landscapes and coastlines all over the United States.
"Energy Forecast: Fracking in China, Nuclear Uncertain, CO2 Up",A new forecast through 2035 sees gas eating in to the dominance of coal.
"HOUSE, BY 232-131, KILLS CARTER PLAN FOR ENERGY BOARD; BILL RETURNED TO COMMITTEE But Backers See Size of Vote and Senate Problems as Shelving Measure This Session Panel Backed It Two Weeks Ago Difficulties Underscored Called 'Fast Track Bill' House, 232-131, Kills Carter Energy Board","WASHINGTON, June 27--The House of Representatives handed President Carter a sharp defeat today by killing his proposed Energy Mobilization Board, a key element in his program to cut oil imports, by a lopsided margin of 232 to 131.  "
Languid Hawaii Looks to Be an Energy Leader,"Before anyone gets too gloomy, we should remember that the Hawaii islands are blessed, and have a long history of green innovation."
One Thing You Can Do: Switch to a Green Energy Provider,"Also, reporters, activists and world leaders get set for climate week."
A Push Away From Burning Coal as an Energy Source,"The Tennessee Valley Authority planned to close a total of eight electricity-generating units at three plants in Alabama and Kentucky, significantly cutting the emissions of greenhouse gases."
Green energy policies; Israel's search for peace; Russia and Europe,Green energy policies
The U.N. Today; GENERAL ASSEMBLY ECONOMIC AND SOCIAL COUNCIL,
"Seeking New Energy, an English Town Digs Deep","The county of Cornwall hopes that tapping an underground rock formation will bring electricity, economic stimulus and year-round swimming."
"When It Comes to Finding Energy, Now There Is a Choice","First residents of Connecticut got to choose their energy supplier on Nov 1; under state's 1998 electricity deregulation law, 18 companies have won approval from state's Dept of Public Utility Control to provide electricity; so far, Connecticut Energy Co-operative is only one that has actually submitted customers' names to department to make the switch; photos (M)"
Harvesting Clean Energy Along the Road,More and more innovators are looking to the roadways as a potential source for generation and distribution of clean energy — including a pair of patent holders who envision an ambitious network of roadside technologies.
Hillary Clinton Lays Out Climate Change Plan,"Focusing on an issue that resonates with Democrats, Mrs. Clinton set a goal to produce 33 percent of the nation’s electricity from renewable sources by 2027."
"William P. Collins, 47, Energy Aide to Reagan","  William P. Collins, a former Undersecretary of Energy in the Reagan Administration, died Wednesday at Fairfax County Hospital in Virginia. He was 47.   Mr. Collins, a resident of Alexandria, Va., died of a heart attack, his sister, Nancy Collins, said."
POSTINGS: Exhibit in Bronx on Energy Conservation; A Model City Of the Future,"Cherry Tree Association, Bronx nonprofit community group, offers exhibition on city of future, featuring solar, wind and fuel-cell technology (M)"
The U.N. Today; GENERAL ASSEMBLY,
"Answers About Alternative Energy in the City, Part 2","Carol E. Murphy answers a second round of City Room readers’ questions about geothermal systems, wind power, solar energy and more."
Conference on clean energy to begin,
JOHANNESBURG SUMMIT : Energy plan without date is agreed to at summit,JOHANNESBURG:—  The UN World Summit on Sustainable Development drew closer Tuesday to a global agreement on key environment and development issues that organizers described as a successful plan for action and activists criticized as inadequate. 
More on Energy and Climate Paths for California and Beyond,Bright and downbeat views of next steps on energy and climate.
Adapting Energy Use for the Future,"The key physical ingredient of economic growth in the modern age has been energy. Without coal, oil, natural gas and other forms of energy, there would have been no industrial revolution, no global economy, no market dynamic. . In this new century the ki"
Harvesting Clean Energy Along the Road,More and more innovators are looking to the roadways as a potential source for generation and distribution of clean energy -- including a pair of patent holders who envision an ambitious network of roadside technologies.
JOHANNESBURG SUMMIT : Energy plan without date is agreed to at summit,The UN World Summit on Sustainable Development drew closer Tuesday to a global agreement on key environment and development issues that organizers described as a successful plan for action and activists criticized as inadequate..The final document incl
New energy agency chief sees household energy use rising in industrial countries,"BERLIN — Despite the growing political commitment to tackling global warming, individual energy use and carbon emissions in the leading industrial countries have actually increased in recent years, the new head of a major energy advisory group said Monday."
One Thing We Can Do: Balance Our Energy Demand,"Also this week, the carbon footprint of the very, very wealthy"
Bills on Energy and Transportation Move Toward Passage,"House and Senate negotiators cleared the way on Wednesday for major transportation legislation, and the finishing touches were put on an energy bill as Congress raced to wrap up its business before leaving for the summer.     At the same time, Senator Bill Frist, the majority leader, announced he would not try to force a vote in the next few days on a repeal of the estate tax, leaving that issue until Congress returned in September. But the Senate is expected to approve a politically charged measure protecting gun manufacturers before the week ends.  "
An Incomplete Energy Bill,"If the House version of an energy bill truly hopes to tackle the problems of global warming and energy independence, a few vital issues need to be addressed."
Addressing the Military’s Energy Inefficiency,"In a sharply worded report, a group of retired military officers call on the Department of Defense to reduce its “carbon bootprint.”"
JOHANNESBURG SUMMIT : Energy plan without date is agreed to at summit,The UN World Summit on Sustainable Development drew closer Tuesday to a global agreement on key environment and development issues that organizers described as a successful plan for action and activists criticized as inadequate..The final document incl
Senate Adopts Energy Bill Raising Mileage for Cars,"The vote was a defeat for carmakers, which had sought a smaller increase in fuel economy standards."
Energy Choice — Nobelist With Climate Passion,A leading physicist with a passion for clean energy appears poised to lead the Energy Department.
Nation's Energy Chain: Fuel Sources Intertwine,"NY Times survey on US energy system notes it consists of intricate and interlocking network of power sources and that anything which affects one source ultimately affects rest; describes system in terms of total energy use by nation, sources available: oil, natural gas, coal, renewable sources such as solar energy, nuclear power and synthetic fuels; graph on oil demand and supply (M)"
A CRISIS IN ENERGY OF WOOD,"  Time and energy are running out for more than two-thirds of the planet's population. There is a spreading energy crisis affecting billions of people that has almost nothing to do with petroleum. Still in the shadow of its unyielding opposition to United Nations restrictions on the marketing of infant formula, the United States is again poised to veto desperately needed solutions.   This energy crisis is fueled by the rampant exploitation of forests for fuel in developing countries. For the majority of the world's population -overwhelmingly rural and poor -wood is the sole energy resource for heating, cooking and cottage industries. Under intense pressure from exploding populations and commercial use, inefficiently used and not replanted, tropical forests in developing countries are receding toward extinction, leaving starvation and economic collapse in their wakes."
Text: Bush's Energy Plan,Overview
Energy Saving: A Status Report,"New standards for energy efficiency are being adopted on Long Island, town by town."
Gore Urges Change to Dodge an Energy Crisis,Al Gore said the goal of using only electricity produced by renewable energy in 10 years was achievable and necessary for national security.
THE PEP'S OUT OF HIRING IN THE ENERGY FIELD,"  IT WAS an event that permeated the life    of every American: Within one week   in October 1973, the Arab oil ministers   of OPEC raised the price of oil by 70   percent and then embargoed all shipments to the United States.   The move radically refocused Americans' ideas about energy, and a nationwide flurry of activity translated into money and jobs aimed at developing more and greater sources of domestic energy, be it oil, coal, hydroelectric power, or the ''futuristic'' sources like solar, wind and nuclear energy.   Ten years later the boom in the energy industry has quieted to an efficient hum. Attention has been diverted to other problems as the price of crude oil has fallen and the economy moves into and out of recessions. As a result, some experts feel that the drive to develop American energy resources is suffering from procrastination."
COMPANY NEWS: Wind Wildcatters; Energy Alternative Blows In Oil Heartland of Texas,"  As the Department of Energy's scriptwriters might envision it, the sequel to the movie ""Giant"" would have West Texans turning into owlish tree- or cactus-huggers, forsaking their drilling rigs for environmentally correct wind turbines.    The department joined a Texas utility company here on Friday to announce a trial that would produce enough wind-generated electricity by early 1995 to supply 3,000 homes in the middle of the nation's richest oilfields."
The Year in Energy and Climate Policy,Clean Skies News does a video wrap-up of the year in energy and environmental policy in the United States.
"For Energy-Starved India, Japan’s Crisis Raises Hard Questions","While politicians, scientists and activists are calling for a planned nuclear project to be scrapped, Indian energy officials say the country cannot hope to meet its energy needs without nuclear power being a major part of the mix."
Squandering energy in the East - Business - International Herald Tribune,"BERLIN — In the days when Eastern Europe was controlled by the Soviet Union, the cities and large provincial towns throughout this part of the divided Europe had a distinctive odor."
Coming and Going at  the Energy Department,The Energy Department’s second-in-command announced that he is leaving.
State Energy Plan Would Alter New York Utilities,A radically different electric system would decentralize production and coordinate distribution of electricity produced by smaller entities.
"As War Rages, a Struggle to Balance Energy Crunch and Climate Crisis",Rising oil prices and increased demand for expanded production come at a time when scientists say nations must sharply cut the use of fossil fuels.
European Leaders Seek Tighter Cooperation on Energy,The European Commission vowed to accelerate efforts to knit together diverse national energy systems amid deepening tensions with Russia.
Squandering energy in the East - Business - International Herald Tribune,"BERLIN — In the days when Eastern Europe was controlled by the Soviet Union, the cities and large provincial towns throughout this part of the divided Europe had a distinctive odor."
Bush calls for increase in renewable fuels - Americas - International Herald Tribune,"WASHINGTON — President George W. Bush, vowing to reduce the nation's thirst for foreign oil, called for a huge government-mandated increase in renewable fuels — mainly ethanol — and tougher mileage standards for cars and light trucks."
5 Smart Energy Technologies,Microgrids and smart meters could change the way we think about energy.
A Blinkered Energy Strategy,"Editorial criticizes Vice Pres Dick Cheney, main architect of Bush administration's forthcoming energy package, for putting too much emphasis on increasing supplies of fossil fuels and dismissing potential of conservation (M)"
The Year in Energy News,"A conversation with Ivan Penn, who covers alternative energy for The Times."
Digging Up Energy Savings Right in Your Backyard,Ground-source heat-pump geothermal systems take advantage of the earth’s constant temperature below the frost line to heat and cool buildings.
Merkel Pays a Price for Her Energy Policy Shift,The chancellor faces the political repercussions of her decision to shut down Germany's remaining 17 nuclear power plants after the nuclear disaster in Japan last year.
Testing Time on Energy,"A rising awareness in Congress of the risks of climate change and oil dependency has brought forth two respectable, if incomplete, energy bills that could be merged into one truly outstanding bill."
Europe’s Energy Risks Go Beyond Gas,"Disruption of Russian gas supplies kicked off the crisis, but other energy sources also faltered, raising serious questions about Europe’s energy future."
SCIENCE/TECHNOLOGY: Construction allows energy saving,SCIENCE/TECHNOLOGY: Construction allows energy saving
Offshore Wind Moves Into Energy’s Mainstream,Offshore wind projects are luring big-name investors who are attracted to strong returns and declining costs.
$100 Million Stanford Energy Program,"Stanford University announced the creation of a new $100 million energy-research institute that will house, among other things, a new sustainable-energy research center."
Transformative? New Device Harvests Energy in Darkness,"It doesn’t generate much power, but it works during the one time of day that solar cells can’t: night."
"Ready to Bet on Alternative Energy? Well, Think Again","Many companies involved in alternative energy have missed out on rally that lifted oil and gas company stocks, even though rising oil prices tend to increase public interest in alternative energy; advocates of socially responsible investing cite factors likely to boost alternatives, while skeptics argue renewable energy will not become commercially viable for many years and will have to depend on continual new financing; oil price graph; stock price table; photos (M)l"
The U.N. Today; GENERAL ASSEMBLY ECONOMIC AND SOCIAL COUNCIL ,
She Spoke Out Against Vietnam’s Plans for Coal. Then She Was Arrested.,"The prosecution of Vietnam’s most prominent environmental activist, as well as others, has cast doubt on the country’s commitment to cut coal."
"For Once, Clean Energy Financing Trumps Fossil Fuels","From Green Inc.: Global investors spent about $250 billion building new power capacity in 2008, and for the first time the lion’s share of that money went to renewable sources."
California Approves a Wave of Aggressive New Climate Measures,"After lobbying by the governor, lawmakers adopted $54 billion in climate spending and voted to keep open the state’s last nuclear plant."
Excessive Regulation Is Blamed for Energy Woes,"Pres Bush's national energy policy is comprehensive look at nearly every energy issue facing United States today, but buried in text is single stark conclusion: excessive regulation has produced worst energy crisis in decades; although 170-page paper reviews all the major ways nation could reduce demand and cultivate clean sources of energy, the policy recommendations with teeth suggest that administration views increasing supply and improving infrastructure of oil, natural gas and nuclear power as overwhelming priorities; chart of policy recommendations shows which could be accomplished by administration and which would require Congressional action; photo (M)"
SOLAR PLANT JOINS CALIFORNIA'S PUSH FOR NEW ENERGY,"   A large solar energy plant began partial operation here this week as one of hundreds of projects in California's drive to develop alternative energy sources. Some people expect such sources to supply 10 percent of the state's power needs by the end of this decade.   Unfazed by stable oil prices and the higher costs of exotic energy, California is acting to transform wind, sunlight, rice chaff, underground steam, falling water and even cow manure into electricity consumers can afford.   The newest project is a 6.5-megawatt photovoltaic plant that converts sunlight directly into electricity, which is expected to supply 2,000 homes when it is completed next year. It is being built by Arco Solar for the purpose of selling electricity to the Pacific Gas and Electric utility."
Nuclear Energy Critic Loses Japan Election,The loss underscored the challenge that those opposed to nuclear energy face in translating recent mass protests into votes.
The Value and Gaps in a Big San Francisco Clean-Energy Conclave,Can an international gathering in San Francisco take big greenhouse-gas emitters from ambitious clean-energy pledges to real-world action?
Gas Prices and a Sane Energy Policy,Republicans are determined to undermine President Obama on energy policy. How hard will he fight back?
Union Accuses China of Illegal Clean Energy Subsidies,The United Steelworkers union plans to file a legal case that accuses China of violating World Trade Organization rules.
Energy Nominee Breezes Through Confirmation,"WASHINGTON, Jan. 18 — President-elect George W. Bush's choice for energy secretary, Spencer Abraham, breezed through a confirmation hearing this morning in which committee members asked him barely any questions about his record on energy, pinned him down on absolutely nothing concerning the myriad issues facing his department, and mostly referred to the nominee, their former colleague, as ""Spence."""
"In a Hot, Thirsty Energy Business, Water Is Prized","Electricity generators need water for cooling, but competition with other interests is growing, and the plants do not always win."
Bush Signs Broad Energy Bill,The bill sets higher fuel economy standards for cars and light trucks by law for the first time in 32 years.
NRG Steps Back From Alternative Energy Ventures in Cost-Cutting Effort,"The company will pare its presence in its electric vehicle charging business, and its home solar division will sell future customer agreements it originates to two partners."
The Way to Slow Climate Change Is as Close as Your City Hall or School Board,The public must make the transition from green consumers to green citizens.
Clean Energy Investments Top $100 Billion,"Despite the global credit crunch in 2007, new investment in clean energy industries like wind and solar power rose sharply to break through the $100 billion barrier for the first time, a research group, New Energy Finance, said Wednesday."
Competitive-Bid Law Hinders Quest for Alternative Energy Sources,Pleasant Valley and some other upstate New York towns that are using wind energy for municipal needs have run afoul of 1953 state law that governs competitive bidding and requires cities to use least expensive source for commodity; wind energy is slightly more expensive than conventional sources; two months ago Beacon town administrator Joe H Braun called state comptroller's office to ask about legality of plan to switch to wind power and was told that buying wind power was forbidden because of price; Braun found that other towns had just proceeded without asking permission; many residents complain that energy that is cheaper now will prove more expensive in long run; photos (M)
Going Easy on Energy,"  The likelihood of war and the fact of recession, both heavily tainted with Mideast oil, demonstrate the need for President Bush to lead the country toward energy independence.   Right? Not as the White House sees it."
"As Earth Warms, The Hottest Issue Is Energy","Martin I Hoffert, New York University physics professor, reporting in journal Science, holds that wide variety of ideas is necessary to fight global warming; cites carbon dioxide, which is primary byproduct of fossil fuel usage, as heart of problem and suggests carbon dioxide emissions will reach twice preindustrial revolution levels by midcentury if significant changes in energy are not implemented; reports that 85 percent of world's energy use comes from fossil fuels; concept of carbon sequestration, which is capturing harmful carbons before they are released and storing them, most likely underground, is presented; solar energy and wind power discussed; large-scope concepts, such as satellite solar arrays in space and methods for scrubbing carbons out of air, presented; photos, charts (L)"
"Cryptomining Capacity in U.S. Rivals Energy Use of Houston, Findings Show","The findings, by a congressional investigation, highlight how the surge in activity has caused consumers’ electrical bills to rise and makes it harder to fight global warming."
Plasma Gasification Raises Hopes of Clean Energy From Garbage,"This alternative to mass-burn incineration, proponents say, disposes of garbage and toxic contaminants while minimizing emissions and providing electricity and usable byproducts."
Energy Department Targets Vastly Cheaper Batteries to Clean Up the Grid,The Biden administration's push for more wind and solar power poses big challenges. New types of energy storage could help — but only if they get much cheaper.
Energy Agency to Deepen Links With Emerging Giants,"The International Energy Agency announced a series of steps to deepen cooperation with three emerging energy giants: Russia, China and India."
Bush Signs Sweeping Energy Bill,President Bush acknowledged the legislation will do little to alleviate the high prices of gasoline at the pump for most Americans.
The Nation: Who Needs Oil?; Energy Independence,"James Glanz article on alternatives to oil, coal and natural gas, including wind, solar or fusion energy; says only sustained research program will put nonfossil energy into same league as conventional energy sources; photo (M)"
Displaced in the Desert,How developers deal with a host of protected plants and animals like the desert tortoise has become crucial to getting vast renewable energy projects built.
"Our Energy Future, Revealed",To the Editor:
Green-Energy Race Draws an American Underdog to Bolivia’s Lithium,Chinese and Russian industrial giants seek to tap mineral deposits vital to electric cars. A Texas entrepreneur has his own strategy: the long game.
Congress Passes First Significant Energy Legislation Since 2009,"Congress is heading home on recess after the Senate voted Thursday for two bills to streamline the licensing of hydroelectric projects. The bills are hardly radical, but Congress had not agreed on energy legislation in four years."
Obama Sets Goal of One-Third Cut in Oil Imports,"Saying there were no quick fixes to the nation’s oil addiction, President Obama proposed a mix of measures."
"For Once, Clean Energy Financing Trumps Fossil Fuels","From Green Inc.: Global investors spent about $250 billion building new power capacity in 2008, and for the first time the lion's share of that money went to renewable sources."
New Technologies Redraw the World’s Energy Picture,Unconventional fossil fuels extracted by new technologies should shift geopolitical and economic calculations around the world in the coming decades.
Oil Exports Should Be Paired With Clean Energy Tax Breaks,There’s room for a compromise between the oil industry and environmentalists.
Explaining a Solar Energy Paradox,"A big business, but they may play only a marginal role in fighting climate change."
Seeking Light in the Heat of Energy Investing,"There’s money to be made by investing in energy, everyone is saying. But as the field grows, how do you separate winners from flashes in the pan?"
"Coal, Jobs and America’s Energy Future","A new study suggests that only about half the jobs projected by proposed large coal plant projects are actually created. Meanwhile, President Obama barely mentioned coal in his energy speech on Wednesday, annoying the industry."
Get Ready for Another Energy Price Spike: High Electric Bills,Rates have jumped because of a surge in natural gas prices and could keep rising rapidly for years as utilities invest in electric grids.
Every Dollar Spent on This Climate Technology Is a Waste,"Subsidies in the climate bill will lock in carbon capture and storage, which will sustain fossil fuels."
South Africa Energy Needs Collide With U.S. Policy,"The U.S. faces a quandary over a loan for a coal-fired power plant, which will help in an energy shortage but will add to greenhouse gases."
Congress Is Getting Ready to Debate Energy Bill,Congress is set to debate an energy bill that could be a major leap toward the twin goals of reducing reliance on dirty-burning fossil fuels and slowing global warming. 
Biden Discusses Economic Benefits of Climate Initiative,"At his climate summit on Friday, President Biden championed the economic benefits and new jobs that would come from proposed initiatives to combat climate change and enhance renewable energy."
Ways to Whittle Your Energy Bill,"With home heating fuel prices near $3 per gallon, it may be time to take serious energy-saving action."
Platform Panel Opposes Carter on Nuclear Power,"WASHINGTON, June 23--The Democratic Platform Committee today adopted a pledge to ""retire nuclear power plants in an orderly manner,"" a position that varies notably from the communique signed in Venice earlier in the day by President Carter and other Western leaders. The communique emphasized an increased role for nuclear energy in the years ahead.  "
"Trash Burning, With a Clean-Energy Twist","Poland, pushed by E.U. directives to change the way it deals with waste, is adopting a Canadian technology that allows energy to be created through the burning of trash."
Tracking the White House Energy Forum,Tracking a live forum on prospects for a clean-energy economy held by President Obama's climate and energy team.
Energy Debate: Malthus vs. Big Oil,To the Editor:
House passes sweeping energy bill,WASHINGTON — The U.S. House of Representatives has passed a wide-ranging energy bill that will require most utilities to produce 15 percent of their electricity from renewable sources like wind and solar power.
High Energy Costs Plaguing Europe,"Europe has poured tens of billions of euros into clean energy initiatives, but the effort has yet to become financially sustainable. Instead, the Continent is likely to have only exported its emissions elsewhere."
Japan's energy wisdom,"TOKYO — An island nation with no domestic oil supply, Japan offers a glimpse into the world's energy future, when oil reserves decline to unsustainable levels and alternatives are the only alternative."
Loan Giants Threaten Energy-Efficiency Programs,Fannie Mae and Freddie Mac may not accept home loans if consumers take advantage of energy-efficiency programs.
South Korea announces major energy investment,"SEOUL — South Korea plans to invest 37 trillion won, or $28.5 billion, from 2009 to 2022 on new power plants, including 12 new nuclear plants, to improve fuel efficiency and cut emissions, the Energy Ministry said Sunday."
Interior Dept. Anoints Solar Energy Sites,The Interior Department releases a draft environmental impact statement for the development of solar in seven desert regions of six Western states.
Looking for Trump’s Climate Policy? Try the Energy Department,The president’s proposed reductions to the department’s research may have a greater impact on climate change than the Paris accord decision.
No Energy Bill This Year? Good,"  A glittering pedigree guarantees nothing, as the sponsors of the Senate's energy bill discovered. The bill came to the floor with the imprimatur of President Bush and many powerful Democrats. It failed to survive a procedural vote. The country has reason to be grateful. It was a bad bill.    The main reason for the defeat was a provision opening the Arctic National Wildlife Refuge to oil drilling. As some senators noted, there are other places to find oil at far less risk to the environment. Furthermore, the provision symbolized the bill's mindless bias toward energy production as opposed to conservation."
Kill the Energy Bill,Editorial says negotiators from House and Senate should junk two different versions of multibillion-dollar energy bill and agree to start all over again next year; says neither currentversion would measurably improve nation's energy security or lessen its dependence on Mideast oil now or in future
Tracking the White House Energy Forum,Tracking a live forum on prospects for a clean-energy economy held by President Obama’s climate and energy team.
A French nuclear crisis frustrates Europe’s push to quit Russian energy.,"PARIS — As the European Union moves to cut ties to Russian oil and gas in the wake of Moscow’s war on Ukraine, France has been betting on its nuclear plants to weather a looming energy crunch. Nuclear power provides about 70 percent of France’s electricity, a bigger share than any other country in the world."
"Europe, Obama and Clean Energy",European lawmakers and investors are optimistic that an Obama administration will be good for clean energy and climate change policy.
"Climate Change Is Straining California’s Energy System, Officials Say",Officials warned that extreme weather events could cause outages and that power bills would increase as providers covered rising energy costs.
Can You Guess These Three Surprising Energy Trends?,Conservatives argued that addressing climate change would send prices skyrocketing. Here’s what actually happened.
Nuclear Energy Is Making a Global Comeback,"Nuclear energy is making a powerful global comeback, prompting concerns about atomic terrorism in the post-Sept. 11 era."
Germany’s Coal Addiction,"Germany is in the midst of an unprecedented shift to renewable energy, but is still dependent on brown coal. The village of Atterwasch may become a victim of Germany’s hunger for brown coal."
Outside Forces Shape European Energy,"If President Vladimir V. Putin of Russia is seen as the wicked witch in this drama, then President Obama, with his new Clean Power Plan to reduce carbon emissions, could be seen as the fairy godmother to Europe's energy union."
Pitfalls on the Road to Tapping New Energy,"New technology and rising demand have made it more feasible to tap unconventional oil and gas resources, but despite the oil and gas industry's reborn swagger, massive obstacles remain."
Europe's energy challenge,
Can Japan Keep the Lights On? The Ukraine War Upends a Big Energy Bet.,The world’s third-largest economy has counted on imported liquefied natural gas as it shuts coal-fired plants and keeps nuclear sites closed. But Russia’s invasion has pushed prices sharply higher.
"Total, With Energy Industry in Flux, Makes $1.7 Billion Bet on a Utility","The deal fits what appears to be an accelerating trend, as oil and gas companies invest in a wide range of activities, particularly in cleaner energy."
Net Cost of Energy Bill Is Put at $7 Billion,"  The energy bill that the Senate plans to take up next week would require Federal expenditures of more than $9 billion from 1992 through 1996, according to the Congressional Budget Office. But the office said there would be offsetting receipts of $1.6 billion for the sale of oil leases in Alaska and possible royalty revenue of $83 million if oil is found there.    The Congressional Budget Office analysis is in a July report to Senator J. Bennett Johnston, Democrat of Louisiana, the chairman of the Senate Energy Committee and the co-sponsor of the bill with Senator Malcolm Wallop, Republican of Wyoming. The report was distributed Wednesday in Washington by opponents of the bill."
How Windmills as Wide as Jumbo Jets Are Making Clean Energy Mainstream,The global wind turbine industry has transformed from a collection of small companies in Denmark to corporations pulling off enormous feats of engineering.
Energy Dept. Aid for Scientists on the Edge,The Energy Department will award grants to radical ideas that may have a major impact — like bacteria that make gasoline and enzymes that capture carbon dioxide.
Bush Is Revising Energy Policy to Address Global Warming,"Top officials in Bush administration will announce new steps to address global warming, accepting scientific evidence that warming is occurring because of human activities, including burning of fossil fuels; steps include spending programs meant to reduce energy consumption or increase use of clean energy sources like wind and solar power; this comes barely three weeks after White House issued Pres Bush's new energy blueprint; recasting of that policy is in response to criticism that it does not take into account problem of global warming (M)"
Alternative Energy Investments on the Rise,"According to a report issued Wednesday, venture capital investments in alternative energy increased 73 percent over the past three months in what may be a sign that bad market conditions are subsiding."
New Energy Bill Held Unlikely Soon,"  Despite optimistic predictions by proponents of conservation and renewable fuels that major new energy legislation would be on the Senate floor by Thanksgiving, Congressional officials say it may be impossible to pass anything more than a limited alternative for months.   Ten days ago, liberal Democrats and an unlikely coalition of environmental groups, small utilities and the automobile industry derailed the Bush Administration's energy bill. Building a coalition for a substitute will be much more difficult."
What It Will Mean as Europe Frees Itself From Russian Energy,Soaring energy prices may speed the continent’s move to a green energy future.
U.S. to Investigate China’s Clean Energy Aid,The Obama administration pledged to investigate Beijing’s subsidies to its clean-energy industries while delaying a politically volatile report on the Chinese currency.
When Your Dorm Goes Green and Local,Students at Warren Wilson College are taking higher education back to nature.
Geothermal Energy Grows in Kenya,Rapid expansion of geothermal energy generation has helped increase electrical access in Kenya. But the country faces challenges in making electricity widely available.
Energy-Storage Plans Gain Ground in California ,Southern California Edison plans to retire some power plants and replace them with storage — including conventional batteries and giant ice packs — as well as other power generators.
Colorado as Clean-Energy Hub,"Last year, Vestas opened a blade manufacturing plant in Windsor, 50 miles north of Denver. Later this year, the company will open tower-manufacturing factory in Pueblo, 120 miles south of the state capital. And a third plant is planned for next year."
Chill wind over Europe's big energy firms,Germany's biggest utility plans to halve its dividend for 2013 and shut more than a quarter of its power plants. As Hayley Platt reports its in response to a surprise rise in renewables across Europe.
A History of the Energy We Have Consumed,"In his new book, Richard Rhodes makes his way through four centuries of energy use, from oil to nuclear, and how each innovation has changed the world."
Trump’s Deceptive Energy Policy,"There is no “war on energy,” no “clean coal.” But now we have a war on common sense."
"Salazar on Parks, Arctic Drilling and Clean Energy",The interior secretary says the administration will make a decision on issuing Arctic drilling permits to Shell by Aug. 15 at the latest.
America’s Most Energy Efficient Cities,A new report by the American Council for an Energy-Efficient Economy can help you gauge just how green your city is — or wants to be.
"Questions for: ‘Today’s Energy Jobs Are in Solar, Not Coal’","What are the facts and figures on energy jobs, and distribution by type of energy, around the United States?"
Gov. Jerry Brown Begins Last Term With a Bold Energy Plan,The California governor issued a call to slash gas consumption by cars and trucks by as much as 50 percent as part of a campaign to battle global warming.
"In Backing Clean Energy Start-Ups, Fund Looks for Longer Résumés","Virgin Green Fund, an investment firm backed by Richard Branson, is investing in established companies, with better odds, instead of looking for home runs."
Trump Got Nearly $1 Million in Energy-Efficiency Subsidies in 2012,The acceptance of incentives by a developer seems at odds with the policies that he now promotes as president.
Energy Firms Aided by U.S. Find Backers,The firms were six out of a group of 37 that had received federal assistance because they were deemed too radical or too preliminary to attract private money.
Alternative Energy Investments on the Rise,"According to a report issued Wednesday, venture capital investments in alternative energy increased 73 percent over the past three months in what may be a sign that bad market conditions are subsiding."
Energy Bill Aids Expansion of Atomic Power,A  provision buried in a recent Senate bill could make new nuclear plants eligible for tens of billions of dollars in loan guarantees.
"British energy gap opens as oil, gas and time run out",
"On the Irish Coast, Reconsidering Energy From the Town Up","The town of Dundalk, Ireland, is developing clean energy sources and reducing energy demand in a 1.5-square-mile site called a Sustainable Energy Zone."
California: Climate Change Law Signed ,Gov. Jerry Brown on Wednesday signed a law to bolster California’s use of renewable energy and make buildings more efficient.
Text: Obama’s Remarks on Solar Energy,"Following is the text of President Obama’s address on the economy and solar energy, delivered at Nellis Air Force Base in Las Vegas on Wednesday, as released by the White House."
More on Energy Ballot Initiatives and Races,Results of key energy-related ballot initiatives and House and Senate races
THE TRANSITION: Energy Policy; CLINTON TO REVAMP ENERGY DEPT. ROLE,"  President-elect Bill Clinton is prepared to give the Department of Energy a dominant role in his efforts to marry the goals of creating jobs, making industry more efficient and reducing environmental damage, transition advisers say.   Those working on the plans say they reflect Mr. Clinton's desire to transform a bureaucracy largely ignored for most of the Reagan-Bush years into an aggressive player in integrating environmental goals into economic policy."
How Abundant Energy Is Fueling U.S. Growth,Innovation is increasing supplies of natural gas — and helping to cut emissions in the process.
"As More Cars Plug In, Utilities and Makers Juggle Ways to Power Them","With more and more electric cars on the road, the utilities that feed vast amounts of electricity for building cars are tasked with fueling them, too."
F.D.R.’s Brief Dip Into Tidal Energy,"A start-up company, Ocean Renewable Power, is hoping to bring some economic renewal to Eastport, Maine, with a tidal energy project."
Global energy experts urge green energy options,Energy experts convened by the world's scientific academies Monday urged nations to shift swiftly away from coal and other fuels that are the main source of climate-warming greenhouse gases and to provide new energy options for the two billion people who still mostly cook in the dark on wood or dung fires.
Obama's energy policy linked to ethanol interests,"When VeraSun Energy inaugurated an ethanol-processing plant in Charles City, Iowa, last summer, some of that industry's most prominent boosters showed up. Leaders of the National Corn Growers' Association and the Renewable Fuels Association, for instance, came to help cut the ribbon - and so did Senator Barack Obama."
